lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Michael Saslo","Men's Masters (40-44) 89kg",86.8,75,80,88,88,-105,-105,-110,0,0
"Luc Spalding","Open Men's 89kg",87.11,100,105,110,110,125,134,140,140,250
"Jared Ehrlich","Open Men's 81kg",79.52,97,102,105,105,120,127,-132,127,232
"Gavin Barton","Men's 16-17 Age Group +102kg",125.5,80,85,-90,85,102,110,117,117,202
"Edson Marin","Open Men's 73kg",73,70,80,87,87,90,100,113,113,200
"Marc DiGregorio","Open Men's 81kg",77.85,-75,75,-80,75,101,105,110,110,185
"lydia diggs","Open Women's 71kg",69.96,64,66,68,68,80,83,86,86,154
"Lauren Ealey","Junior Women's 76kg",75.9,59,62,65,65,76,80,83,83,148
"Jesse Meyer","Open Women's 64kg",62.77,50,52,54,54,64,68,69,69,123
"Adriana Lopez","Women's 16-17 Age Group 71kg",65.6,46,-49,-50,46,64,67,-68,67,113
"Laurynn Lackey","Junior Women's 55kg",54.97,44,47,-50,47,61,65,-70,65,112
"Elle Bays","Women's 14-15 Age Group 76kg",74.93,43,45,47,47,55,-56,0,55,102
"Yash Sagar","Men's 14-15 Age Group 61kg",60.02,40,-43,-46,40,52,56,60,60,100
"Amanda Vogelsong","Open Women's 64kg",62.53,38,41,44,44,52,55,-58,55,99
"Madelyn Bowen","Women's 16-17 Age Group 59kg",57.84,31,34,-37,34,48,52,-55,52,86
"Jake Davis","Men's 14-15 Age Group 67kg",63.28,25,29,32,32,30,35,40,40,72
"Evan Carrigan","Men's 14-15 Age Group 81kg",73.96,22,25,28,28,28,32,35,35,63
"Arron Tate","Open Men's 89kg",86.85,117,121,125,125,149,153,157,157,282
"Mike Fleming","Open Men's +109kg",114.15,118,122,126,126,140,-145,-150,140,266
"hal davis jr","Open Men's 89kg",85.3,109,114,117,117,132,137,142,142,259
"Ryan Stemme","Open Men's 96kg",90.9,90,95,100,100,120,125,130,130,230
"Jeffrey DeBuse","Open Men's 89kg",88.95,90,95,-100,95,120,125,130,130,225
"Mark Roberts","Open Men's 73kg",72.95,90,95,100,100,115,123,-128,123,223
"Alvin Torres","Open Men's 89kg",88.95,75,80,85,85,120,-127,132,132,217
"Alvin Williams","Open Men's +109kg",136.45,96,99,102,102,110,-115,-115,110,212
"Sean Spraggins","Open Men's 67kg",66.1,85,90,-95,90,110,115,120,120,210
"Parker Spell","Open Men's 89kg",85.05,90,95,-100,95,112,-117,-117,112,207
"Logan Meszaros","Open Men's 81kg",80.9,81,85,88,88,-110,110,-115,110,198
"Conor Whelan","Open Men's 89kg",85.5,76,80,-82,80,100,105,109,109,189
"Camille Capeles","Open Women's 64kg",63.25,78,82,85,85,95,-100,100,100,185
"Autumn Makins-Null","Open Women's +87kg",131.8,68,72,76,76,91,96,101,101,177
"Agata Santana","Open Women's 71kg",71,77,80,83,83,92,-96,-96,92,175
"Angel Nieves","Open Men's 73kg",71.9,72,-76,76,76,94,98,-102,98,174
"James Boesch","Open Men's 67kg",66.05,73,-76,-76,73,90,94,-97,94,167
"Christopher Blackwell","Open Men's 96kg",95.35,70,-73,73,73,90,-93,-93,90,163
"Bree Rodriguez","Open Women's 71kg",68.4,70,74,-77,74,-82,82,85,85,159
"Kailey Sidders","Open Women's 55kg",54.7,65,69,71,71,78,81,85,85,156
"Omayraliz Ortiz","Open Women's 55kg",50.45,65,68,-70,68,84,-87,87,87,155
"Adriana J Rosa","Open Women's 64kg",63.45,59,63,66,66,81,84,87,87,153
"Katie Savoia","Open Women's 64kg",61.95,60,63,66,66,77,80,86,86,152
"Megan Maccio","Open Women's 76kg",75.2,63,67,70,70,78,82,-85,82,152
"Kaylin White","Open Women's 55kg",50.5,-60,60,65,65,80,-85,85,85,150
"Mikayla Fischer","Open Women's 71kg",70.8,62,65,68,68,70,75,80,80,148
"Nataly Berrios","Open Women's +87kg",114.5,60,63,66,66,80,-86,-86,80,146
"Emma Thomas","Open Women's 59kg",58.95,60,62,-65,62,78,81,83,83,145
"Michael Boyle","Open Men's 89kg",83.15,60,63,66,66,70,75,78,78,144
"Cali Schnur","Open Women's 55kg",53.9,-62,64,66,66,77,-79,-79,77,143
"Katia Ortiz","Open Women's 55kg",54.85,56,59,62,62,70,74,77,77,139
"Amy  Barrelle","Open Women's 55kg",54.45,-55,55,58,58,77,-80,-80,77,135
"Troy Guin","Open Men's 67kg",61.55,52,55,-60,55,68,72,76,76,131
"Judith Sargent","Open Women's 59kg",57.95,50,53,-55,53,73,76,78,78,131
"Camila Rivera","Open Women's 64kg",63.9,55,58,-61,58,68,-71,71,71,129
"Caitlin Coates","Open Women's +87kg",132.5,55,-59,-60,55,71,-72,-72,71,126
"Chloe Stumpf","Open Women's 55kg",53.65,45,51,-54,51,65,68,71,71,122
"Aykhia Williams","Open Women's 81kg",81.05,-53,53,55,55,65,67,-69,67,122
"Jessica Schmidt","Open Women's 55kg",54.65,50,53,-55,53,61,64,68,68,121
"Enia Oriol","Open Women's 59kg",57.65,46,49,52,52,65,68,-71,68,120
"Addison Ruocco","Open Women's 64kg",63.4,43,45,50,50,67,70,-73,70,120
"Murphy Rhodes","Open Women's 64kg",63.1,51,-54,55,55,60,64,-69,64,119
"Leann Freeman","Open Women's 64kg",59.4,50,52,54,54,60,62,64,64,118
"Iman Khalil-Fariel","Open Women's 87kg",86.9,48,52,-55,52,66,-68,-69,66,118
"Ashley Cucchiara","Open Women's 49kg",47.45,41,44,-47,44,58,61,65,65,109
"Bryan Ricardo","Men's 14-15 Age Group 73kg",67.7,45,48,-51,48,55,-59,-59,55,103
"Peyton  Welch","Open Women's 59kg",58.5,40,43,45,45,53,56,58,58,103
"Gavin Garner","Open Men's 61kg",56,36,39,41,41,55,59,62,62,103
"Stella Etienne","Open Women's 64kg",62,39,-42,-42,39,50,53,-57,53,92
"Isabella Wray","Women's 14-15 Age Group +76kg",92.05,36,38,40,40,48,50,52,52,92
"Rebecca Wesley","Open Women's 55kg",49.45,33,34,36,36,47,48,-49,48,84
"Mikhael Rapoport","Men's 13 Under Age Group 55kg",51.95,25,29,35,35,37,41,45,45,80
"Annika Hoefler","Open Women's 87kg",86.8,33,-36,-36,33,40,44,-47,44,77
"Gabriela Ramos-King","Open Women's +87kg",91.1,30,-33,33,33,40,43,-46,43,76
"Jaliyah Thurmon","Women's 13 Under Age Group 40kg",39.45,24,26,28,28,33,35,37,37,65
"annalee seek","Women's 13 Under Age Group 33kg",31.3,26,28,-31,28,33,36,-38,36,64
"Karen Hunnicutt","Open Women's 64kg",61.95,28,29,-31,29,32,33,34,34,63
"Stella Robles-Pimentel","Women's 13 Under Age Group 40kg",39.05,18,-20,-20,18,21,23,-26,23,41
"Mila Vivas","Women's 13 Under Age Group 36kg",33.3,10,11,12,12,19,20,21,21,33
"Katherine Benacquisto","Open Women's 55kg",49.7,47,-49,-49,47,-55,-55,-55,0,0
"Ian Graham","Junior Men's 109kg",109,108,113,-117,113,133,139,-147,139,252
"Uziel Ladaw","Open Men's 89kg",88.5,100,104,-108,104,130,134,-138,134,238
"Henry Brower","Men's Masters (40-44) 73kg",70.3,101,106,109,109,115,120,125,125,234
"Ivon Levan","Open Men's 81kg",77.1,100,105,107,107,115,117,120,120,227
"Luke Stevens","Junior Men's 89kg",84.3,82,86,90,90,107,112,117,117,207
"Thedford Clark","Open Men's 109kg",107,80,85,-90,85,100,106,111,111,196
"Matthew Helms","Open Men's 73kg",73,81,85,87,87,102,108,-113,108,195
"Zachary Starnes","Junior Men's 73kg",72.4,78,82,86,86,100,105,-109,105,191
"Bennett Schwitters","Junior Men's 81kg",75.7,70,75,80,80,95,100,105,105,185
"MIlan Brown","Women's 16-17 Age Group +81kg",122,-74,74,-76,74,100,-105,-105,100,174
"Tristan Moeller","Men's 16-17 Age Group 67kg",65.8,67,70,73,73,84,88,92,92,165
"Shaun Poole","Open Men's 89kg",86.4,64,67,70,70,90,95,-100,95,165
"Kristin Violette","Women's Masters (35-39) 71kg",68.6,66,70,-74,70,85,90,95,95,165
"Carson Cudahy","Men's 16-17 Age Group 81kg",78.8,64,67,70,70,85,-90,-92,85,155
"Joy Vincent","Open Women's 76kg",75,60,65,-67,65,75,80,85,85,150
"Johanna Graham","Open Women's 64kg",59.8,59,63,66,66,76,80,-84,80,146
"Karla Angel","Women's Masters (35-39) 64kg",61.2,57,61,64,64,74,78,81,81,145
"James Thomas","Men's 16-17 Age Group 81kg",77.7,56,60,64,64,75,80,-84,80,144
"Robin Runkle","Women's Masters (45-49) 71kg",67.8,54,58,62,62,70,-74,76,76,138
"Claira Goodbread","Women's 14-15 Age Group 64kg",64,40,45,50,50,54,58,61,61,111
"Zachariah Hendrix","Men's 14-15 Age Group 55kg",52,43,45,-48,45,53,57,60,60,105
"Rundraneeka Jones","Women's 14-15 Age Group 71kg",68,42,-46,-46,42,58,61,63,63,105
"Patricia Moeller","Women's Masters (50-54) 55kg",54.8,42,46,-47,46,52,-56,57,57,103
"McKenzie Miller","Open Women's 55kg",54.4,42,45,-48,45,52,56,-58,56,101
"Rheanna Watson","Women's 16-17 Age Group 55kg",55,38,40,43,43,47,50,53,53,96
"Tyler Black","Men's 13 Under Age Group 61kg",61,35,-40,40,40,45,-50,-50,45,85
"Nyanza Wilson","Women's 14-15 Age Group +76kg",107.1,33,36,-38,36,40,43,45,45,81
"Shraja Sanders","Men's 13 Under Age Group +73kg",75.2,27,30,33,33,35,39,43,43,76
"Ethan Walker","Men's 13 Under Age Group +73kg",89.2,25,28,31,31,35,37,40,40,71
"Jeremiah Wallace","Men's 14-15 Age Group 67kg",66.9,25,28,30,30,35,40,-45,40,70
"Christopher Walker","Men's 13 Under Age Group 61kg",59.8,20,22,25,25,-25,25,27,27,52
"Ethan Schofield","Open Men's 109kg",108,90,95,100,100,-128,128,135,135,235
"Brad Raines","Men's Masters (40-44) 89kg",86.4,100,104,107,107,126,-127,-130,126,233
"Marcus Gallizzi","Men's Masters (45-49) 102kg",101.3,83,88,-95,88,115,122,-130,122,210
"Christopher Carter","Men's Masters (45-49) 81kg",80.5,76,79,81,81,102,106,110,110,191
"Vincent Gallizzi","Men's 16-17 Age Group 73kg",71.4,70,75,80,80,95,100,106,106,186
"Katelyn Kirby","Women's Masters (35-39) 59kg",58.5,75,-78,80,80,95,100,-103,100,180
"Silas Adams","Junior Men's 73kg",72.1,-70,-70,73,73,87,91,-95,91,164
"Jacob Szukala","Men's 16-17 Age Group 73kg",71.4,70,73,76,76,88,-92,-95,88,164
"Sarah Smiley","Women's Masters (35-39) 71kg",70.4,65,68,-70,68,86,89,-92,89,157
"Joshua Bub","Junior Men's 73kg",71.8,60,-65,-67,60,85,90,96,96,156
"Cody Mazzoni","Men's 16-17 Age Group 96kg",90.3,67,70,74,74,77,81,-85,81,155
"Kelli Brightwell","Open Women's 64kg",62.3,55,58,-60,58,70,73,-76,73,131
"Dee Dee Lemons","Women's Masters (35-39) 64kg",63.3,56,-59,-60,56,66,70,-73,70,126
"Pete Mentz","Men's Masters (65-69) 73kg",71.7,52,56,-60,56,68,-71,-71,68,124
"Nick Vasil","Junior Men's 67kg",66.3,47,50,-54,50,-67,67,70,70,120
"Natalie Whalen","Women's Masters (40-44) 64kg",63.4,50,53,56,56,55,58,61,61,117
"Evan Gaston","Men's 16-17 Age Group 102kg",101.4,40,44,47,47,65,69,-73,69,116
"HarleyJane Carter","Women's 16-17 Age Group 55kg",52.9,45,48,-51,48,62,65,68,68,116
"Dawn Orwick","Women's Masters (40-44) 71kg",68.3,48,-50,50,50,66,-69,-69,66,116
"Ginger Gonzales","Open Women's +87kg",92,-49,49,-52,49,60,62,65,65,114
"Carson Renter","Men's 16-17 Age Group 49kg",48.1,38,41,43,43,60,-63,63,63,106
"Peter Jean-Baptiste","Men's 16-17 Age Group +102kg",120.6,40,43,47,47,-55,55,-58,55,102
"Jade Yang","Men's 16-17 Age Group 81kg",79.4,37,40,-43,40,54,58,58,58,98
"Kaylee Keaton","Women's 16-17 Age Group 71kg",66.2,42,-44,-45,42,50,53,-56,53,95
"Liliana Mendoza","Women's 16-17 Age Group +81kg",83.7,37,-40,-40,37,52,-56,56,56,93
"Taylor Craig","Junior Women's 59kg",57.1,-32,32,35,35,40,43,45,45,80
"Peyton Rettmer","Women's 16-17 Age Group 71kg",64.8,25,28,31,31,-42,-42,42,42,73
"Brooklyn Szukala","Women's 14-15 Age Group 64kg",59.6,25,29,32,32,37,40,-44,40,72
"Chance Carter","Men's 13 Under Age Group 44kg",39.5,22,25,29,29,26,30,34,34,63
"Maddilyn Grant","Women's 14-15 Age Group 45kg",44.4,21,24,26,26,32,35,36,36,62
"Chloe Armijo","Women's 13 Under Age Group 45kg",40.6,20,-23,-24,20,25,28,31,31,51
"Stanley Bastien","Open Men's 109kg",106,130,135,-140,135,165,-170,-173,165,300
"Miguel Lavarro","Open Men's 96kg",90.2,120,-125,-130,120,-160,-160,160,160,280
"Garrett Roberson","Open Men's +109kg",115.6,103,108,113,113,133,138,143,143,256
"Kenderic McMillian","Open Men's 102kg",98.4,-110,-110,110,110,143,-148,-148,143,253
"DeAris Simmons","Men's Masters (35-39) 96kg",90.4,100,105,110,110,125,130,135,135,245
"Derek Nelson","Men's Masters (35-39) 81kg",76.4,82,85,89,89,108,111,115,115,204
"Jonathan Furrh","Open Men's 89kg",86.6,80,87,92,92,100,0,0,100,192
"Jarynn Stewart","Open Women's 59kg",58.2,68,71,75,75,95,-100,101,101,176
"Kaylan Lee","Open Women's 76kg",74.4,71,74,-76,74,89,-92,-92,89,163
"Nathan Emmons","Men's Masters (35-39) 73kg",71.2,65,68,70,70,80,85,91,91,161
"Avery Roth","Open Women's 71kg",70.6,60,-63,66,66,74,77,80,80,146
"Kathryn Flores","Women's Masters (40-44) 81kg",77.8,61,-64,64,64,76,80,-85,80,144
"Maria Castillo","Open Women's 64kg",62.6,60,-63,-63,60,-80,80,-85,80,140
"Dallas Johnson","Open Women's 81kg",78,58,61,64,64,70,72,74,74,138
"Jessica Iliff","Open Women's 71kg",64.2,55,60,-63,60,65,68,71,71,131
"Carolyn Majane","Open Women's 81kg",78.8,51,54,56,56,65,69,72,72,128
"Ayush Bhusal","Men's 14-15 Age Group 55kg",54.4,50,56,-60,56,70,-78,-78,70,126
"Lexi Pepper","Open Women's 59kg",58.2,48,52,55,55,57,61,65,65,120
"Brittany Foley","Open Women's 81kg",78.8,47,-50,50,50,65,70,-74,70,120
"Kathryn North","Women's Masters (35-39) 81kg",78.4,50,53,55,55,61,-65,65,65,120
"Margaret Dubbin","Women's Masters (45-49) 71kg",68.2,45,48,51,51,55,58,61,61,112
"Hailey Malicoat","Open Women's +87kg",92.8,37,39,41,41,50,54,58,58,99
"angela beechum","Women's Masters (50-54) 76kg",73.8,33,36,-39,36,47,50,53,53,89
"JJ Wynne","Women's Masters (50-54) 64kg",61.6,30,31,-33,31,43,45,48,48,79
"Yvette Valero","Women's Masters (50-54) 71kg",68,26,29,32,32,36,40,-44,40,72
"Stella Elmore","Women's 14-15 Age Group 55kg",54.8,27,30,-33,30,-40,40,-41,40,70
"CJ Davis","Men's 13 Under Age Group 73kg",68.8,20,23,27,27,25,30,35,35,62
"Adam Ostrinsky","Men's 14-15 Age Group 55kg",52.8,22,24,-26,24,30,33,36,36,60
"","",0,0,0,0,0,0,0,0,0,0
"Brady Cooper","Men's Masters (35-39) 89kg",84.3,84,89,90,90,110,114,118,118,208
"Josh Williams","Open Men's 89kg",88.2,-85,87,91,91,110,-115,-118,110,201
"Tomas Gonzalez","Open Men's 73kg",68.1,72,76,-81,76,100,-105,107,107,183
"Heather Mentone","Open Women's 71kg",70.7,75,80,-83,80,95,-100,-100,95,175
"Randall Smith","Men's Masters (35-39) 81kg",76.8,77,78,83,83,-85,85,90,90,173
"Raymond Morton","Open Men's 73kg",71.9,67,70,-74,70,-98,99,101,101,171
"Aleksey Khomenko","Men's Masters (50-54) 81kg",74.5,65,68,70,70,90,95,-97,95,165
"Shannan Wilson","Women's Masters (45-49) 87kg",85.1,60,-65,65,65,75,85,90,90,155
"Jamie Boulos","Women's Masters (40-44) 71kg",67.5,63,66,-69,66,80,84,87,87,153
"Kim Driscoll","Women's Masters (35-39) 64kg",63.2,57,61,-65,61,72,77,82,82,143
"Nicole Buser","Women's Masters (40-44) 55kg",55,57,59,61,61,70,73,-76,73,134
"Nancy Weck","Women's Masters (45-49) 64kg",61.9,-61,61,-64,61,56,62,65,65,126
"Paul Vogel","Men's Masters (65-69) 89kg",87.9,50,54,-56,54,65,68,70,70,124
"Christina Froelich","Open Women's 64kg",63.2,54,-56,-57,54,66,-69,-70,66,120
"Wayne Hunter","Men's Masters (65-69) 81kg",80.6,50,52,53,53,60,65,-66,65,118
"Rosie Lubin","Open Women's 59kg",58.2,54,55,56,56,58,60,-63,60,116
"Suzanne Roman","Women's Masters (35-39) 71kg",70,45,48,51,51,57,60,63,63,114
"Christie Palomo","Open Women's 64kg",61.9,44,47,-50,47,57,60,-64,60,107
"Angela Weiner","Women's Masters (45-49) 64kg",63,45,-48,49,49,50,53,58,58,107
"Jennifer Brullo","Women's Masters (40-44) 71kg",69.1,40,43,45,45,57,-60,60,60,105
"Sandra Wang","Women's Masters (45-49) 64kg",62.9,41,43,44,44,52,54,56,56,100
"Melissa Regina","Women's Masters (45-49) 64kg",61.1,38,40,-43,40,52,54,-58,54,94
"benny gonzalez","Women's Masters (60-64) 64kg",59.8,27,30,33,33,40,45,-46,45,78
"Vera  Regina","Women's 13 Under Age Group 49kg",48.5,27,29,-31,29,36,38,41,41,70
"Rowland Young","Men's 14-15 Age Group 44kg",42.8,25,27,29,29,37,39,41,41,70
"Gina  Caplan","Women's Masters (40-44) 55kg",51.3,28,31,-33,31,38,-41,-43,38,69
"Maxson Salveo","Men's 13 Under Age Group 39kg",36.4,20,23,26,26,34,35,38,38,64
"Adriana Cuervo","Women's Masters (40-44) 71kg",68.3,20,22,-26,22,28,29,31,31,53
"Sergio Palomo","Open Men's 96kg",95.2,60,-68,-68,60,-93,-93,-93,0,0
"Sigfredo Rivera","Men's Masters (40-44) +109kg",120.1,-125,-125,-125,0,160,-165,-167,160,0
"piotr drapinski","Men's Masters (55-59) 96kg",94.9,100,107,-108,107,0,0,0,0,0
"Michael Reinhardt","Open Men's 96kg",93.9,114,-118,118,118,145,150,-153,150,268
"Joseph Federowicz","Open Men's 102kg",97.9,108,111,-115,111,136,140,143,143,254
"Derek Palmerton","Open Men's 81kg",80.5,97,100,103,103,127,-130,130,130,233
"Patrick Daigler","Open Men's 96kg",91.5,95,99,-103,99,117,122,-127,122,221
"Kevin Yeung","Open Men's 73kg",71.7,75,77,79,79,110,114,-117,114,193
"Vladyslav Kasyanov","Open Men's +109kg",121.2,73,76,81,81,99,103,107,107,188
"Emily Kessler-Lewis","Open Women's 87kg",85.1,76,-79,80,80,97,100,103,103,183
"Christine Abrams","Open Women's 64kg",62.1,58,62,65,65,-78,78,-82,78,143
"Sara Thistle","Open Women's 71kg",70.3,-54,54,57,57,-77,77,81,81,138
"Jennifer Cristina","Open Women's 76kg",75.6,-58,58,61,61,72,77,-80,77,138
"Mary Hirsch","Women's Masters (35-39) 64kg",62,58,60,62,62,72,75,-78,75,137
"Andrew Rohde","Men's 16-17 Age Group 81kg",79.9,44,48,52,52,68,72,75,75,127
"Holly Guerra","Open Women's 76kg",74.9,-45,45,48,48,53,58,60,60,108
"Heaven  Rollek","Open Women's 87kg",86.5,35,-38,38,38,60,65,-70,65,103
"Jennifer  Spafford","Women's Masters (35-39) 71kg",68.8,45,-48,-50,45,54,57,-61,57,102
"Jackson  Mar","Open Men's 67kg",65.6,40,-43,44,44,50,54,57,57,101
"Laura Dealy","Women's Masters (55-59) 71kg",65.2,39,-42,-44,39,51,53,-56,53,92
"Angela Suflita","Open Women's 55kg",50.3,-32,32,35,35,42,46,50,50,85
"Allison Hanna","Open Women's 55kg",49.7,32,34,36,36,40,-44,45,45,81
"Stephanie Scharmach","Women's Masters (40-44) 55kg",52.5,26,-29,29,29,46,49,-51,49,78
"Alex Casey III","Open Men's 102kg",101.4,128,132,135,135,165,-171,-171,165,300
"Michael Parks","Open Men's 102kg",101.4,118,123,126,126,150,154,156,156,282
"Cody Messinger","Open Men's 109kg",104.1,115,120,125,125,145,150,153,153,278
"Eric Ammon","Men's Masters (45-49) 96kg",95.7,96,102,107,107,133,138,-143,138,245
"Jay Joyner","Men's Masters (45-49) 96kg",92.6,102,108,-110,108,128,135,-140,135,243
"Robby Phillips","Men's Masters (40-44) 102kg",100.9,90,-99,-100,90,120,127,130,130,220
"Timothy Barbee","Men's Masters (35-39) 81kg",78.1,88,92,95,95,105,112,116,116,211
"Stephen Jasset","Men's Masters (40-44) 102kg",101.1,65,75,85,85,112,122,125,125,210
"Dustin Gernale","Men's Masters (35-39) 73kg",72.9,82,-90,90,90,105,111,114,114,204
"Reagan Anderson","Open Women's 64kg",61,69,71,73,73,87,93,95,95,168
"Alexandra Hedges","Open Women's 81kg",78,65,70,73,73,85,89,91,91,164
"Dennis Molloy","Men's Masters (55-59) 89kg",88.5,62,65,68,68,88,90,93,93,161
"Amber Morton","Open Women's 87kg",82.1,60,64,68,68,75,78,80,80,148
"Kate Painter","Women's Masters (35-39) 64kg",63.9,57,60,-62,60,75,78,81,81,141
"Crystal Morris","Women's Masters (35-39) 76kg",73.2,57,61,-64,61,63,68,72,72,133
"Christian Price","Open Women's 71kg",69.6,53,56,59,59,63,69,71,71,130
"Miranda Rackley","Women's Masters (45-49) 59kg",58.3,52,56,-57,56,64,68,70,70,126
"Laura McCall","Women's Masters (35-39) 76kg",75.9,48,50,52,52,68,70,73,73,125
"Jerri-Rae Phillips","Women's Masters (40-44) 71kg",64.4,49,52,54,54,58,63,66,66,120
"Ezi Moler","Men's 14-15 Age Group +89kg",103.8,44,46,49,49,58,61,64,64,113
"Jamie Troutman","Women's Masters (40-44) 55kg",53.9,33,35,38,38,50,53,55,55,93
"Aaron Walls","Men's Masters (40-44) 89kg",82.1,-86,0,0,0,0,0,0,0,0
"Janice Truitt","Women's Masters (45-49) 87kg",84.3,45,48,-50,48,58,-61,61,61,109
"Sarah Cahill","Women's Masters (40-44) 81kg",77.5,35,40,-45,40,45,50,55,55,95
"AudraJo Bertolet","Women's Masters (40-44) 59kg",58.6,40,-43,43,43,48,50,-54,50,93
"Jennifer Moberly","Women's Masters (35-39) 49kg",48.9,30,35,-37,35,50,54,56,56,91
"Tanis Yoakum","Women's Masters (45-49) 64kg",59.5,35,40,41,41,40,-45,-51,40,81
"Madeline Mirasol","Women's Masters (45-49) 64kg",59.8,25,0,0,25,40,0,0,40,65
"James Lee","Men's Masters (45-49) 89kg",87.9,85,90,0,90,110,115,120,120,210
"Baka Lo","Women's Masters (40-44) 64kg",63.2,50,53,56,56,65,70,73,73,129
"Dawn Reed","Women's Masters (45-49) 81kg",79.7,45,48,51,51,55,60,63,63,114
"Alvin Matthews","Men's Masters (70-74) 89kg",82,47,50,0,50,61,0,0,61,111
"Catherine Aldan","Women's Masters (40-44) 64kg",61.2,0,50,53,53,45,49,53,53,106
"Cindy Sanchez","Women's Masters (35-39) 59kg",58.3,0,42,45,45,47,51,0,51,96
"Samuel Song","Men's Masters (50-54) 96kg",90.7,62,66,0,66,0,0,0,0,0
"Payton Bachman","Open Men's 89kg",86.8,133,137,140,140,160,165,170,170,310
"Ross Buckwalter","Open Men's 102kg",100.9,125,-130,130,130,167,174,180,180,310
"Kyle Martin Jr.","Men's 16-17 Age Group 89kg",84.2,120,125,130,130,151,160,-165,160,290
"Ivan Escott","Open Men's 89kg",87.1,125,132,-140,132,145,150,158,158,290
"George Reeger","Men's Masters (40-44) 109kg",108.9,110,114,118,118,145,150,155,155,273
"Benjamin Reitz","Open Men's 89kg",86.7,107,112,-116,112,139,-146,146,146,258
"Trevor Woolwine","Open Men's 81kg",80.5,-114,114,-118,114,140,-145,-146,140,254
"Julius Burns","Open Men's 89kg",88.9,103,106,110,110,128,135,140,140,250
"Sam O’Connor","Open Men's 109kg",106.2,100,-106,-106,100,132,136,140,140,240
"Casey  Beaver","Open Men's 89kg",87.8,94,99,104,104,-124,127,133,133,237
"Christopher Sullivan","Men's Masters (35-39) 102kg",98.2,97,103,106,106,118,126,130,130,236
"Ryan McDonald","Men's 16-17 Age Group 73kg",69.4,100,103,105,105,125,129,-132,129,234
"Evan Gehret","Junior Men's 67kg",63.8,84,-88,89,89,100,110,120,120,209
"Evin Fitzpatrick","Men's Masters (40-44) 102kg",101.1,85,90,-95,90,110,115,117,117,207
"Ryan Marciniszyn","Men's Masters (35-39) 73kg",72.1,85,90,-94,90,105,112,116,116,206
"Devin Budd","Open Men's 81kg",79.5,85,88,94,94,105,108,112,112,206
"Matthew Beckwith","Men's Masters (40-44) 96kg",95.6,85,-89,-91,85,115,-118,120,120,205
"Rebecca Dublin","Women's Masters (35-39) +87kg",121.2,78,80,82,82,114,118,-122,118,200
"Brian Uhlin","Men's Masters (50-54) +109kg",137.4,70,80,86,86,100,107,-118,107,193
"Samuel Logan","Junior Men's 96kg",95,73,77,84,84,100,105,109,109,193
"Jeffrey Hare","Men's Masters (35-39) 96kg",95.3,77,82,87,87,95,100,105,105,192
"Hunter Stewart","Open Men's 73kg",72.8,74,77,81,81,102,-106,-108,102,183
"Russell McDonnell","Men's Masters (50-54) 102kg",100.9,73,78,82,82,95,100,-108,100,182
"Morgan Allen","Open Women's 71kg",69.8,80,-83,-85,80,95,98,-101,98,178
"Timothy Caso","Men's Masters (65-69) 102kg",96.3,60,65,70,70,80,85,90,90,160
"Devin Welker","Women's 16-17 Age Group 64kg",62.6,61,64,66,66,77,81,85,85,151
"Orazio Nastase","Men's 16-17 Age Group +102kg",107.3,57,61,65,65,75,80,85,85,150
"Kristin Granath","Women's Masters (35-39) 76kg",74.3,60,-63,-63,60,84,87,-90,87,147
"Clayton Rundell","Men's Masters (45-49) +109kg",122.7,54,58,61,61,75,81,86,86,147
