lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Ethan Nguyen","Open Men's 67kg",66.24,70,80,-88,80,100,106,-112,106,186
"Natalie Hart","Open Women's 71kg",70.06,71,-74,75,75,101,-106,110,110,185
"Ruby Shepard","Open Women's 76kg",76,79,-82,-82,79,102,105,-108,105,184
"Denis Zotaj","Open Men's 73kg",70.55,78,-82,82,82,-99,99,101,101,183
"Jose Renteria","Open Men's 73kg",72.32,-77,77,81,81,95,98,102,102,183
"Tri Le","Open Men's 73kg",72.27,-78,78,82,82,95,-99,100,100,182
"Miguel Naranjo","Open Men's 73kg",71.71,73,77,-83,77,105,-110,-110,105,182
"Jacob Papantonakis","Open Men's 61kg",60.1,-76,-76,76,76,-106,106,-111,106,182
"Giancarlo D'Agostino","Open Men's 81kg",78.51,78,81,-84,81,96,101,-105,101,182
"Lucie Gehringer","Open Women's 76kg",72.81,75,-80,80,80,100,-104,-104,100,180
"Christopher Rouhi","Open Men's 73kg",71.62,79,84,-89,84,94,-96,96,96,180
"Davis Perruccio","Open Men's 81kg",78.69,70,75,80,80,100,-105,-105,100,180
"Yuliana Lopez","Open Women's 64kg",63.86,-73,73,77,77,98,102,-105,102,179
"Tristain Atwood","Open Women's 87kg",86.26,75,-77,77,77,97,100,102,102,179
"Sahil Gupta","Open Men's 67kg",65.91,73,-76,76,76,-100,102,-104,102,178
"Patrick Lee","Open Men's 81kg",78.69,75,-78,78,78,-100,-100,100,100,178
"Na'Erykah Goodwin","Open Women's 87kg",84.12,76,-79,-79,76,97,-101,101,101,177
"Keshav Nair","Open Men's 73kg",72.38,70,73,76,76,-95,95,100,100,176
"Autumn Szucs","Open Women's 71kg",69.6,73,77,-82,77,93,98,-103,98,175
"Asa Solomon","Open Women's 81kg",77.56,74,77,-80,77,-96,-97,98,98,175
"Renee Hutchins","Open Women's +87kg",91.65,72,75,-80,75,90,96,100,100,175
"Brie Gomez","Open Women's 64kg",63.57,-80,-80,80,80,90,94,-97,94,174
"Lauren Fuhrman","Open Women's 64kg",63.54,74,77,-80,77,92,97,-100,97,174
"Gavin Dunkin","Open Men's 73kg",72.36,-73,73,-77,73,95,99,-102,99,172
"Aysia Hill","Open Women's 64kg",62.36,73,76,-79,76,91,95,-98,95,171
"celina ortega","Open Women's 76kg",76,-72,72,-75,72,-98,99,-104,99,171
"Rohaan Saripella","Open Men's 73kg",71.58,71,-74,75,75,93,96,-98,96,171
"Jimmy Couvelis","Open Men's 67kg",64.44,73,-76,-77,73,94,98,-102,98,171
"Gracy Johnson","Open Women's 71kg",68.2,69,73,77,77,84,88,93,93,170
"Jessie Debshaw","Open Women's 76kg",74.43,73,76,-79,76,90,94,-99,94,170
"Delaney Willingham","Open Women's 81kg",76.46,71,-74,77,77,93,-97,-97,93,170
"Ishwar Surendran","Open Men's 67kg",65.52,72,-75,75,75,-92,92,95,95,170
"Makiyah  Nickerson","Open Women's 59kg",58.16,73,76,-80,76,90,93,-96,93,169
"Nicole Citera-Juarez","Open Women's 64kg",61.35,-70,70,-73,70,95,-99,99,99,169
"Kayden Arliss","Open Women's 71kg",70.08,-70,70,73,73,88,92,96,96,169
"Jane Miller","Open Women's 76kg",73.93,74,-77,-78,74,-94,95,-98,95,169
"Jeffrey Chan","Open Men's 73kg",71.32,73,-77,-77,73,-94,-95,96,96,169
"Ivy Gunn","Open Women's 71kg",69.59,70,75,77,77,88,91,-95,91,168
"Anastasia Frangoulis","Open Women's +87kg",114.39,73,-76,-76,73,88,93,-98,93,166
"Summer Daraio-Rivera","Open Women's 55kg",54.48,70,73,-76,73,92,-95,-95,92,165
"Ava Oteri","Open Women's 64kg",63.36,-67,67,70,70,95,-99,-100,95,165
"Justin Bongcaron","Open Men's 67kg",65.62,-70,70,-76,70,90,95,-100,95,165
"Rebecca Magee","Open Women's 64kg",63.73,71,73,-75,73,85,88,91,91,164
"Zadie Nix","Open Women's 76kg",72.9,68,71,-74,71,-90,90,93,93,164
"Joongbom Park","Open Men's 67kg",64.04,-63,63,68,68,95,-100,-101,95,163
"Addison Clayton","Open Women's 64kg",62.8,64,68,72,72,85,90,-95,90,162
"Rylee Kara","Open Women's 71kg",70.8,65,70,-75,70,85,91,-96,91,161
"Lauren White","Open Women's 76kg",74.52,-70,71,74,74,83,87,-90,87,161
"Jasmine He","Open Women's 59kg",58.08,65,68,70,70,-88,88,90,90,160
"Juliet Aguilar","Open Women's 59kg",58.67,70,-73,-74,70,85,90,-92,90,160
"Hattie Johnson","Open Women's 71kg",69.25,67,-70,70,70,84,87,89,89,159
"Alexa  Estevez","Open Women's 59kg",58.38,-70,70,73,73,83,86,-91,86,159
"Zoe Pasetsky","Open Women's 59kg",58.46,68,-70,-71,68,88,-91,91,91,159
"Brianne Sepulveda","Open Women's 59kg",59,-63,63,-67,63,90,95,-98,95,158
"Chloe Pickett","Open Women's 76kg",75.43,65,68,71,71,81,84,87,87,158
"Ariana Acosta-Ramirez","Open Women's 81kg",79.45,63,66,-68,66,85,87,91,91,157
"Grace Worobel","Open Women's +87kg",93.96,64,69,-72,69,84,88,-91,88,157
"Callie Goolgasian","Open Women's 55kg",54.28,-66,66,-70,66,86,90,-94,90,156
"Nina Pollack","Open Women's 71kg",69.52,65,69,-73,69,83,-88,-90,83,152
"gretchen messner","Open Women's 59kg",58.63,-68,68,-71,68,-82,83,-87,83,151
"Gracie Gross","Open Women's 71kg",68.23,63,66,69,69,-82,82,-85,82,151
"Madisyn Hudson","Open Women's +87kg",105.72,61,65,-68,65,81,-85,85,85,150
"Eva Kalajian","Open Women's 55kg",53.96,-63,63,-65,63,81,83,86,86,149
"Lexi Pepper","Open Women's 59kg",58.64,60,63,-66,63,80,83,86,86,149
"Tyler Bergman","Open Women's 71kg",64.34,58,-62,64,64,84,-86,-87,84,148
"Ariana Reyes","Open Women's 59kg",58.6,62,-65,65,65,-82,-82,82,82,147
"Rielle Zboyovsky","Open Women's 71kg",69.6,61,-65,66,66,73,76,80,80,146
"Tyra Sulph","Open Women's 71kg",70.24,60,63,-66,63,76,80,83,83,146
"Dana Quiroz","Open Women's 71kg",69.82,-63,63,66,66,80,-83,-83,80,146
"Halie Thornton","Open Women's 76kg",74.52,63,65,-68,65,80,-83,-84,80,145
"Denise Diaz","Open Women's 49kg",49,62,64,-67,64,77,80,-82,80,144
"Alyssa Jordan","Open Women's 64kg",63.46,-60,60,63,63,72,76,80,80,143
"Robin Witt","Open Women's 71kg",69.6,60,63,-67,63,-80,80,-82,80,143
"Yona Ovdiyenko","Open Women's 81kg",78.46,58,62,-65,62,78,81,-85,81,143
"Gianna Hagopian","Open Women's 87kg",86.63,60,64,-67,64,79,-84,-84,79,143
"Elle Hatamiya","Open Women's 64kg",62.21,61,64,-67,64,75,78,-81,78,142
"Marlow Nichols","Open Women's 64kg",62.87,62,65,-68,65,76,-80,-80,76,141
"Jordyn Dearth","Open Women's 64kg",63.53,57,61,-64,61,75,-79,80,80,141
"Chloe Varady","Open Women's 71kg",70.35,59,64,-68,64,73,77,-80,77,141
"Kate Rossner","Open Women's 76kg",73.41,53,56,60,60,73,77,81,81,141
"Maddie Carte","Open Women's 87kg",85.41,59,61,63,63,75,-77,78,78,141
"Samantha Kershner","Open Women's 64kg",61.84,56,59,-62,59,78,81,-83,81,140
"Chloe Torres Brown","Open Women's 71kg",67.44,57,60,-63,60,75,-78,80,80,140
"Valeria Arellano","Open Women's 59kg",58.42,59,61,-63,61,75,-78,78,78,139
"Kandace Damrow","Open Women's 87kg",84.63,58,-61,-63,58,78,-81,81,81,139
"Maya Moise","Open Women's 81kg",81,63,-67,-67,63,-75,75,-82,75,138
"Emma Bollinger","Open Women's 59kg",59,59,61,-64,61,76,-78,-78,76,137
"Amanda Serapiglia","Open Women's 49kg",48.75,57,60,63,63,71,74,-78,74,137
"Makayla Cogan","Open Women's 55kg",54.19,-62,62,-64,62,72,75,-77,75,137
"Angelina  Midas","Open Women's 64kg",61.4,-60,60,63,63,69,74,-77,74,137
"Katherine McDaniel","Open Women's 71kg",67.55,55,62,-67,62,75,-81,-82,75,137
"Alyssa Calvert","Open Women's 64kg",63.36,55,-58,59,59,78,-81,-82,78,137
"Caroline Hittler","Open Women's 71kg",65.78,53,-56,56,56,75,78,81,81,137
"Reagan Best","Open Women's 49kg",48.79,-59,59,-63,59,73,77,-81,77,136
"Emily Weagle","Open Women's 64kg",62.65,55,59,62,62,68,72,74,74,136
"Sydney Uyeda","Open Women's 81kg",79.01,60,-63,64,64,69,72,-75,72,136
"Michele Grelotti","Open Women's +87kg",97.4,54,58,61,61,-75,75,-79,75,136
"Amber Bailey","Open Women's 59kg",57.16,57,-60,-60,57,78,-81,-81,78,135
"Victoria De Alba","Open Women's 71kg",69.36,58,-61,61,61,71,74,-77,74,135
"Jordyn Craig-Schwartz","Open Women's 71kg",67.76,54,57,60,60,71,75,-79,75,135
"Madelyn Wilson","Open Women's +87kg",112.75,57,60,-65,60,73,-75,75,75,135
"Kaitlin Lacey","Open Women's 49kg",48.27,57,60,-63,60,73,-76,-77,73,133
"Amelia Kushner","Open Women's 64kg",62.6,-57,57,59,59,71,74,-76,74,133
"Cooper Batts","Open Women's 76kg",73.82,55,-58,58,58,68,71,75,75,133
"Delaney Cookman","Open Women's 55kg",54.71,52,55,-57,55,73,-76,76,76,131
"Andrea Spina","Open Women's 71kg",67.69,53,55,57,57,67,71,74,74,131
"Katherine Greisdorf","Open Women's 55kg",53.72,-56,56,58,58,-66,66,72,72,130
"Holly Lewis","Open Women's 81kg",79.53,55,58,-61,58,68,72,-77,72,130
"Raegan Stinemetz","Open Women's 64kg",61.03,54,57,60,60,65,-69,69,69,129
"Karla  Ramon","Open Women's 64kg",61.44,54,57,-59,57,66,69,72,72,129
"Juliann Will","Open Women's 71kg",69.25,-52,53,-55,53,73,-75,76,76,129
"Giuliana  Incorvaia","Open Women's 59kg",57.79,54,-57,-57,54,65,69,73,73,127
"Elissa Mueller","Open Women's 76kg",72.99,48,50,-53,50,76,-78,-78,76,126
"Julia Polvino","Open Women's 71kg",69.61,49,-52,-52,49,72,74,76,76,125
"Anna Shiffler","Open Women's 71kg",67.14,53,56,-60,56,68,-74,-75,68,124
"Haley Headrick","Open Women's 64kg",60.47,52,55,-58,55,65,68,-71,68,123
"Aimee Causby","Open Women's 55kg",54.37,50,52,55,55,62,65,67,67,122
"Landra Woolley","Open Women's 76kg",72.24,52,54,56,56,63,66,-70,66,122
"Cassandra Martinez","Open Women's 55kg",54.37,52,55,-59,55,66,-69,-71,66,121
"Melody Rodriguez","Open Women's 64kg",62.85,51,54,-56,54,64,67,-70,67,121
"Elizabeth Eiting","Open Women's 71kg",69.85,-48,49,-53,49,69,-72,-73,69,118
"Kaitlyn Gastineau","Open Women's 55kg",55,49,52,54,54,60,63,-65,63,117
"Emma Kittredge","Open Women's 59kg",56.66,50,-53,-53,50,-63,63,66,66,116
"Madison Chambers","Open Women's 55kg",54.12,48,-50,51,51,62,64,-67,64,115
"Lyndea Parker","Open Women's 55kg",55,45,49,-53,49,60,64,66,66,115
"Cassie  McClure","Open Women's 55kg",53.56,46,49,-51,49,60,-64,65,65,114
"Jelina Bly","Open Women's 55kg",52.06,-47,47,-50,47,65,-70,-71,65,112
"Alyssa Brown","Open Women's 49kg",48.75,-48,48,50,50,58,61,-64,61,111
"Gina Cantelmi","Open Women's 55kg",54.41,41,44,46,46,61,64,-67,64,110
"Ryan Chekan","Open Women's 55kg",53.04,44,46,-48,46,61,-63,0,61,107
"Alena Morris","Open Women's 55kg",54.79,40,43,-47,43,55,59,62,62,105
"Ashley Cucchiara","Open Women's 49kg",46.27,40,45,50,50,55,0,0,55,105
"Nina Mergen","Open Women's 49kg",47.32,45,-48,-48,45,60,-64,-65,60,105
"Tristan Kiyan","Open Women's 55kg",51.22,40,42,-45,42,52,-56,56,56,98
"Crystal Contreras","Open Women's 45kg",44.38,36,-40,40,40,46,53,-55,53,93
"Brionna Hinton","Open Women's 49kg",48.35,36,-39,-40,36,48,51,-54,51,87
"Max Lew","Open Men's 73kg",68.5,-73,-73,-73,0,90,94,-98,94,0
"Cameron Acosta","Open Men's 67kg",65.7,-72,-72,-72,0,80,-85,85,85,0
"Enrique Carrillo","Open Men's 67kg",66.46,98,-102,102,102,-119,-120,-121,0,0
"Chase Overpeck","Open Men's 67kg",64.58,-92,-92,-92,0,-110,110,-116,110,0
"Jared Johnson","Open Men's 73kg",72.82,-97,97,-100,97,-121,-121,-121,0,0
"Phillip Nelson","Open Men's 73kg",72.55,-96,-96,-96,0,-116,120,-122,120,0
"Jianhao Cui","Open Men's 81kg",81,-85,-85,-86,0,98,-102,105,105,0
"Om Borkar","Open Men's 81kg",80.16,84,-87,-89,84,-110,-115,-115,0,0
"Seung Ho Choi","Open Men's 81kg",80.36,-105,105,-110,105,-132,-134,-137,0,0
"Alden Chiu","Open Men's 89kg",82.94,-120,-123,-125,0,149,-155,-159,149,0
"Tyler Birkla","Open Men's 89kg",86.34,-117,-118,-119,0,-154,155,-158,155,0
"Joshua Ventura","Open Men's 96kg",93.89,92,97,-103,97,-132,-132,-133,0,0
"Joseph Clark","Open Men's 96kg",89.82,-114,-114,-114,0,0,0,0,0,0
"Brian Liu","Open Men's 102kg",100.68,107,111,-115,111,-130,-133,-133,0,0
"Thatcher Robertson","Open Men's 102kg",98.44,115,120,-127,120,-150,-150,-150,0,0
"Daniel Kozersky","Open Men's 109kg",108.8,120,125,-130,125,-145,-147,-147,0,0
"Hayden Eugene  Kilson","Open Men's +109kg",115.2,-107,-107,-107,0,140,148,-160,148,0
"Gabrielle Lerner","Open Women's 59kg",56.02,-56,-56,-56,0,74,-78,-80,74,0
"Joelle Kodor","Open Women's 64kg",63.36,-55,-55,-56,0,61,64,70,70,0
"Alyssa Lane","Open Women's 81kg",79.92,-78,-80,-80,0,85,88,-91,88,0
"Tayon Vereen","Open Men's +109kg",141.72,155,162,-168,162,205,211,-215,211,373
"Dimitri Albury","Open Men's +109kg",179,135,140,145,145,185,193,200,200,345
"Daniel Dodd","Open Men's 96kg",95.6,139,143,-147,143,177,181,187,187,330
"Zakari Hernandez","Open Men's 96kg",95.37,140,146,-150,146,182,-190,-190,182,328
"Jacob Brenza","Open Men's +109kg",125.62,-137,140,144,144,172,177,182,182,326
"Timothy Davis","Junior Men's 96kg",90.96,-138,138,143,143,175,180,-187,180,323
"Colin Reis","Junior Men's 109kg",107.6,135,140,145,145,178,-185,-185,178,323
"Alexander Chiang","Open Men's 109kg",105.8,130,140,-145,140,170,-180,182,182,322
"Scott Edmundson","Open Men's 109kg",109,-140,140,-146,140,175,180,-184,180,320
"Andrew Montoya","Open Men's +109kg",162.86,-125,125,131,131,-180,185,-196,185,316
"Jonathan Morrow","Open Men's 89kg",88.65,140,145,-150,145,170,-176,-178,170,315
"Daniel Wiitanen","Open Men's 102kg",100.93,-138,-139,140,140,168,174,-177,174,314
"Michael Smith","Open Men's +109kg",172,130,-135,135,135,175,-180,-180,175,310
"George Upmeyer","Junior Men's 89kg",88.6,132,137,140,140,162,-169,169,169,309
"Kyle Martin Jr.","Junior Men's 89kg",88.74,127,132,137,137,162,167,170,170,307
"Andre Lino","Open Men's +109kg",145.59,128,134,-138,134,-161,164,171,171,305
"Dominic Puopolo","Open Men's +109kg",140.19,127,134,140,140,152,160,165,165,305
"Samuel Allegretti","Open Men's +109kg",113.75,-134,-134,134,134,-161,161,166,166,300
"Colby Mapps","Junior Men's 96kg",95.6,-130,130,135,135,158,165,-170,165,300
"Eric Fiacable","Open Men's +109kg",130.04,134,-138,138,138,155,160,-163,160,298
"Jacob Tegeler","Open Men's 102kg",101.36,-125,-128,130,130,158,163,168,168,298
"Norman Carreiro","Men's Masters (35-39) 102kg",100.9,125,130,135,135,-155,156,162,162,297
"Colton Risinger","Open Men's 102kg",96.55,124,-128,130,130,161,-165,165,165,295
"Nicholas Dondzila","Open Men's 81kg",80.74,123,126,128,128,160,167,-172,167,295
"Elias Talcott","Open Men's 89kg",88.18,125,130,-133,130,160,165,-171,165,295
"Jacob Marks","Open Men's 89kg",88.45,126,131,135,135,150,155,160,160,295
"Will Said","Open Men's 102kg",102,132,-136,-136,132,-160,160,-168,160,292
"Hanale Kauha'aha'a","Junior Men's 109kg",107.62,118,-123,123,123,162,167,-170,167,290
"joseph Moos","Open Men's 102kg",101.07,120,124,127,127,156,160,163,163,290
"Spencer Dent","Junior Men's 96kg",95.62,125,130,136,136,145,152,-158,152,288
"Aaron Torres","Men's Masters (35-39) 109kg",109,121,-125,127,127,-155,155,160,160,287
"Lawrence Hooper","Junior Men's 96kg",94.66,120,125,-130,125,151,156,162,162,287
"Philip Angelo","Open Men's +109kg",148.5,135,-142,-145,135,150,-157,-160,150,285
"Ryan Hansen","Men's Masters (40-44) 109kg",108.27,123,-128,-133,123,-160,-160,160,160,283
"Kenneth Ordway","Open Men's 89kg",84.63,-124,124,127,127,-152,-155,155,155,282
"Timur Kusov","Open Men's 73kg",72.62,125,-130,-130,125,145,151,156,156,281
"hal davis jr","Open Men's 89kg",87.8,118,124,128,128,145,151,-156,151,279
"William Davis","Open Men's 89kg",89,119,122,125,125,152,-156,-160,152,277
"Ryan McDonald","Men's 16-17 Age Group 73kg",72.21,117,-121,121,121,151,155,-161,155,276
"Dominic Defiesta","Open Men's 89kg",88.38,-120,120,126,126,-150,-150,150,150,276
"Calvin La","Open Men's 73kg",72.98,130,-135,-135,130,-145,145,-152,145,275
"Range Robinson","Junior Men's 81kg",79.29,112,116,118,118,-152,152,157,157,275
"mostafa ibrahim","Open Men's 81kg",78.1,-120,121,-124,121,-151,151,153,153,274
"Vinnie Hoffman","Open Men's 81kg",80.64,115,-119,119,119,150,155,-157,155,274
"Tashawn Williams","Open Men's 109kg",106.2,118,-121,122,122,-149,150,-153,150,272
"Adam Sagun","Open Men's 109kg",108.5,118,122,126,126,140,-144,146,146,272
"Austin Healy","Open Men's 73kg",72.27,120,123,126,126,145,-151,-151,145,271
"Nicholas Auchenbach","Open Men's 102kg",100.16,114,120,-130,120,140,145,150,150,270
"Reed Wuttke","Open Men's 109kg",107.22,-115,115,-120,115,145,150,155,155,270
"Mike Preston","Men's Masters (40-44) +109kg",126.8,113,117,120,120,144,148,-154,148,268
"Alex Smith","Open Men's 96kg",93.61,115,-119,119,119,145,149,-153,149,268
"Zachary Fauble","Open Men's 109kg",108.7,110,115,-120,115,140,146,152,152,267
"Nathan Barna","Open Men's 89kg",86.22,113,117,-120,117,-150,150,-155,150,267
"Grant Lenahan","Open Men's 102kg",99.32,115,-120,-120,115,145,-150,150,150,265
"Michael Smosny","Open Men's 89kg",88.25,115,-120,-123,115,138,144,150,150,265
"Dominik Polverini","Junior Men's 67kg",66.71,113,116,118,118,142,146,-150,146,264
"Austin Owings","Open Men's 102kg",101.07,116,-120,120,120,139,143,-147,143,263
"Christopher Keegan","Open Men's 109kg",106.98,107,112,117,117,135,140,145,145,262
"Dalton Boucher","Open Men's 96kg",92.86,106,110,-116,110,140,-146,151,151,261
"Eric Cothern","Open Men's 102kg",101.68,115,-120,-120,115,-145,145,-156,145,260
"Ryan Tanguay","Open Men's 102kg",100.36,113,118,120,120,136,140,-145,140,260
"Casey Vinings","Open Men's 89kg",87.7,-112,112,117,117,143,-148,-148,143,260
"Colin Manning","Junior Men's 73kg",73,113,-117,117,117,138,143,-146,143,260
"Jerod Peters","Open Men's 89kg",88,110,-115,-115,110,145,150,-155,150,260
"Juan Osorio","Open Men's 81kg",80.12,-108,108,111,111,142,-146,148,148,259
"Dryden Parchewsky","Men's 16-17 Age Group 89kg",89,116,-120,-122,116,136,142,-147,142,258
"Michael Brown","Men's Masters (35-39) 81kg",80.65,112,-117,118,118,140,-145,-147,140,258
"Ryan Claudy Flood","Men's Masters (35-39) 96kg",95.57,110,-115,115,115,135,143,-150,143,258
"Andrew Pensko Jr.","Men's Masters (35-39) 102kg",100.15,-105,105,108,108,144,147,150,150,258
"Timothy Weber","Open Men's 96kg",93.44,100,106,114,114,126,134,143,143,257
"Nicholas Ragaini","Men's Masters (35-39) 89kg",89,-110,110,114,114,137,-142,142,142,256
"Vincent Pietracupa","Open Men's 81kg",81,110,113,116,116,140,-145,-145,140,256
"Kristian Mackewicz","Open Men's 102kg",97.13,108,113,118,118,127,132,137,137,255
"Casey Pierce","Men's Masters (40-44) 109kg",108.05,105,110,-115,110,140,145,-150,145,255
"Yaj Fajad Quiatchon","Open Men's 89kg",86.33,-110,110,-115,110,-145,145,-150,145,255
"Stav Caplan","Open Men's 81kg",80.67,106,-109,-109,106,143,148,-153,148,254
"Justin Frimmel","Men's Masters (35-39) 96kg",96,105,108,-111,108,138,142,146,146,254
"Kalvin  Argueta","Open Men's 102kg",101.14,110,-115,-118,110,-140,143,-147,143,253
"Bryan Opaskar","Open Men's 89kg",86.8,-110,110,-115,110,137,-142,142,142,252
"Seth  Gewanter","Open Men's 96kg",94.73,105,-110,110,110,135,-140,141,141,251
"David Young","Men's Masters (35-39) 81kg",80.16,115,-118,-119,115,136,-141,-141,136,251
"Gary McChalicher","Men's Masters (45-49) +109kg",145.01,105,-110,110,110,133,141,0,141,251
"Kamiakin Craig","Open Men's 109kg",106.38,102,106,112,112,138,-146,-149,138,250
"Thomas Reinhart","Open Men's 102kg",101.16,105,110,-115,110,135,140,-146,140,250
"Zachary Krafft","Open Men's 102kg",98.1,110,115,-120,115,130,135,-140,135,250
"Mylo Bukiewicz","Junior Men's 96kg",90.29,110,115,120,120,-130,130,-140,130,250
"Edward Quillin","Junior Men's 96kg",93.6,102,108,115,115,125,131,135,135,250
"Anthony Ashford JR","Open Men's 89kg",89,103,106,110,110,135,-140,140,140,250
"Christopher Douglas","Men's Masters (40-44) 89kg",81.75,105,110,113,113,125,130,136,136,249
"Jack Cline","Open Men's 102kg",101.05,-105,105,-109,105,130,137,143,143,248
"Thomas Carabuena","Open Men's 81kg",80.65,103,107,-111,107,133,-137,140,140,247
"Victor Hughes","Open Men's 96kg",91.3,105,-110,110,110,137,-142,-143,137,247
"David Redondo","Open Men's 81kg",79.54,-103,103,107,107,135,140,-145,140,247
"Spencer Johnson","Open Men's 96kg",94.53,103,-107,107,107,135,140,-146,140,247
"Ian Schwind","Open Men's 102kg",100.54,98,102,106,106,140,-146,-148,140,246
"Chris Spicer","Men's Masters (35-39) 96kg",95.22,108,-112,-112,108,138,-143,-144,138,246
"Oliver Buccicone","Men's Masters (40-44) 96kg",94.73,102,107,111,111,125,130,135,135,246
"Logan Lockwood","Junior Men's 67kg",63.39,104,-108,108,108,134,-138,138,138,246
"Mauro Olmedo","Open Men's 89kg",86.31,106,110,-115,110,130,135,-137,135,245
"Jerry Morgan","Open Men's 109kg",107.96,-105,105,110,110,-135,135,-140,135,245
"Steven Doughty","Men's Masters (40-44) 109kg",105.4,97,102,-108,102,132,137,142,142,244
"Daniel Perry","Open Men's 109kg",107.74,95,100,-106,100,133,138,143,143,243
"Joshua Zabor","Open Men's 89kg",82.46,100,104,108,108,135,-140,-141,135,243
"Edward Kwok","Open Men's +109kg",127.6,100,-105,110,110,125,131,132,132,242
"Ella Nicholson","Junior Women's 76kg",75.2,105,-109,109,109,123,128,133,133,242
"Benjamin Aughinbaugh","Open Men's 102kg",99.65,103,107,110,110,125,132,-137,132,242
"Isaac Piper","Open Men's 102kg",99.55,-110,111,-117,111,130,-134,-135,130,241
"Justin Negrete","Men's Masters (35-39) 81kg",80.08,105,108,111,111,126,130,-134,130,241
"David Meyer","Open Men's 89kg",88.39,100,104,-108,104,132,137,-141,137,241
"Drury Borchers","Open Men's 96kg",89.35,100,105,111,111,-130,130,-140,130,241
"Michael Valenzuela","Open Men's 81kg",81,103,110,-115,110,-130,130,-137,130,240
"Jeffrey DeBuse","Open Men's 89kg",87.5,100,103,-106,103,130,134,137,137,240
"David Kinslow","Open Men's 73kg",72.75,101,105,-110,105,130,135,-140,135,240
"Nicholas Nappo","Men's Masters (40-44) 96kg",94.7,95,100,-103,100,-138,140,-145,140,240
"Eric Murphy","Men's Masters (45-49) 96kg",94.88,102,-107,-108,102,137,-142,-142,137,239
"Jacob Flores","Open Men's 73kg",72.6,100,105,-109,105,-132,134,-139,134,239
"Shaaf Syed","Open Men's 96kg",93.89,104,-107,-107,104,-132,135,-137,135,239
"William Robbins","Open Men's 89kg",88.8,100,-105,105,105,125,129,133,133,238
"Joseph McNulty","Open Men's 102kg",101.15,-100,101,104,104,130,134,-139,134,238
"Andrew Veith","Open Men's 96kg",92.07,100,103,105,105,128,132,-135,132,237
